timestamp,ecg_measurement,qrs_detected
9.940573600000000000e+07,1.686216926499999991e+00,0.000000000000000000e+00
9.940966400000000000e+07,1.710654973900000098e+00,0.000000000000000000e+00
9.941358000000000000e+07,1.691104650400000020e+00,0.000000000000000000e+00
9.941750000000000000e+07,1.656891441299999990e+00,0.000000000000000000e+00
9.942143200000000000e+07,1.671554183900000101e+00,0.000000000000000000e+00
9.942534800000000000e+07,1.720430135700000029e+00,0.000000000000000000e+00
9.942925600000000000e+07,1.808406638999999982e+00,0.000000000000000000e+00
9.943316400000000000e+07,1.920821094499999937e+00,0.000000000000000000e+00
9.943706800000000000e+07,2.091886520300000107e+00,0.000000000000000000e+00
9.944098000000000000e+07,2.365591287600000037e+00,0.000000000000000000e+00
9.944491200000000000e+07,2.732160329800000120e+00,0.000000000000000000e+00
9.944882800000000000e+07,3.059628486599999864e+00,0.000000000000000000e+00
9.945275200000000000e+07,3.245356798099999995e+00,0.000000000000000000e+00
9.945668000000000000e+07,3.186705827699999993e+00,0.000000000000000000e+00
9.946060000000000000e+07,2.937438964800000107e+00,0.000000000000000000e+00
9.946451600000000000e+07,2.561094760800000092e+00,0.000000000000000000e+00
9.946842800000000000e+07,2.116324424700000151e+00,0.000000000000000000e+00
9.947235600000000000e+07,1.681329345700000033e+00,0.000000000000000000e+00
9.947628400000000000e+07,1.334310889199999961e+00,0.000000000000000000e+00
9.948020000000000000e+07,1.143694996800000085e+00,0.000000000000000000e+00
9.948411200000000000e+07,1.133919834999999932e+00,0.000000000000000000e+00
9.948803600000000000e+07,1.236559152599999933e+00,0.000000000000000000e+00
9.949195600000000000e+07,1.344086050900000107e+00,0.000000000000000000e+00
9.949586400000000000e+07,1.432062530500000097e+00,0.000000000000000000e+00
9.949978000000000000e+07,1.529814243299999932e+00,0.000000000000000000e+00
9.950370800000000000e+07,1.642228698700000100e+00,0.000000000000000000e+00
9.950763600000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
9.951155600000000000e+07,1.764418363499999920e+00,0.000000000000000000e+00
9.951548000000000000e+07,1.739980459200000107e+00,0.000000000000000000e+00
9.951939600000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
9.952332000000000000e+07,1.744868040000000065e+00,0.000000000000000000e+00
9.952722000000000000e+07,1.735092878299999919e+00,0.000000000000000000e+00
9.953114000000000000e+07,1.686216926499999991e+00,0.000000000000000000e+00
9.953506400000000000e+07,1.593352890000000022e+00,0.000000000000000000e+00
9.953898000000000000e+07,1.510263919800000076e+00,0.000000000000000000e+00
9.954289200000000000e+07,1.471163272799999922e+00,0.000000000000000000e+00
9.954682000000000000e+07,1.446725368400000100e+00,0.000000000000000000e+00
9.955074800000000000e+07,1.397849445300000104e+00,0.000000000000000000e+00
9.955466800000000000e+07,1.304985284800000089e+00,0.000000000000000000e+00
9.955858800000000000e+07,1.207233667299999924e+00,0.000000000000000000e+00
9.956250400000000000e+07,1.148582577700000051e+00,0.000000000000000000e+00
9.956642800000000000e+07,1.119257092400000042e+00,0.000000000000000000e+00
9.957034800000000000e+07,1.075268864599999930e+00,0.000000000000000000e+00
9.957425600000000000e+07,1.006842613199999903e+00,0.000000000000000000e+00
9.957817600000000000e+07,9.384163855999999582e-01,0.000000000000000000e+00
9.958208400000000000e+07,9.188660620999999917e-01,0.000000000000000000e+00
9.958598800000000000e+07,9.188660620999999917e-01,0.000000000000000000e+00
9.958990000000000000e+07,9.188660620999999917e-01,0.000000000000000000e+00
9.959381200000000000e+07,8.895405768999999907e-01,0.000000000000000000e+00
